Uniprot Accession,glucose,lb,glycerolaa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostatµ05,chemostatµ035,chemostatµ020,chemostatµ012,stationaryphase1day,stationaryphase3days,osmoticstressglucose,42cglucose,ph6glucose,xylose,mannose,galactose,succinate,fructose,glucose_uncertainty,lb_uncertainty,glycerolaa_uncertainty,acetate_uncertainty,fumarate_uncertainty,glucosamine_uncertainty,glycerol_uncertainty,pyruvate_uncertainty,chemostatµ05_uncertainty,chemostatµ035_uncertainty,chemostatµ020_uncertainty,chemostatµ012_uncertainty,stationaryphase1day_uncertainty,stationaryphase3days_uncertainty,osmoticstressglucose_uncertainty,42cglucose_uncertainty,ph6glucose_uncertainty,xylose_uncertainty,mannose_uncertainty,galactose_uncertainty,succinate_uncertainty,fructose_uncertainty
P00895,1.9225775820553818e-06,3.141020015797416e-07,3.1782145805161095e-07,1.0149246410831174e-06,1.4337598360608628e-06,1.837375040286025e-06,2.5008474419457676e-06,1.9856804587302563e-06,2.9012883185676097e-06,2.277137340727706e-06,2.1144961416755186e-06,2.0828078527761734e-06,9.67418109465895e-07,9.267176712035756e-07,3.6317314141761758e-06,2.3315026482121524e-06,1.384819322340921e-06,1.4076269577130742e-06,1.6280175304927682e-06,1.8541153358065916e-06,1.526084411410037e-06,2.4911037472820737e-06,3.0895821743629987e-07,3.125314915718429e-08,3.359372811605528e-08,1.1235215776790109e-07,1.5957746975357407e-07,2.423497678137267e-07,2.2707694772867572e-07,1.904267559922316e-07,3.81229285059784e-07,1.7397329283159666e-07,2.0891221879754124e-07,9.976649614797869e-08,1.4530620004177744e-07,1.5976612651549645e-07,9.18464874645155e-07,1.0701597155293779e-07,1.6271627037505823e-07,1.2753100236880454e-07,9.751825007651682e-08,1.2849019277139684e-07,1.0484199906386952e-07,3.193595004015619e-07
P09832,5.229763789719456e-06,3.7715593498236625e-07,6.50029895685805e-07,2.816089186524615e-06,2.9621833201697613e-06,3.202500720581781e-06,4.415380878154628e-06,3.111767661360331e-06,2.6592039274162695e-06,2.684141723350898e-06,2.988712655830659e-06,2.5020058889678335e-06,5.009284709208517e-07,2.942954766660004e-07,5.465129617746493e-06,3.8073925726031187e-06,5.041768125411576e-06,4.1779948094366385e-06,2.808235367283563e-06,3.739963696920387e-06,2.706567009549098e-06,5.090516353141629e-06,3.357508352999891e-07,1.2823301789400453e-08,4.1341901365617204e-08,9.34941609926172e-08,3.1102924861782496e-07,4.6019935354760197e-07,1.3643526913497802e-07,2.869049783774225e-07,4.7546566222202877e-07,1.962107599769506e-07,2.4477556651253096e-07,5.4293527790601985e-08,2.853288570365172e-07,3.095988414526324e-08,8.503741685213543e-07,3.217246723849634e-07,4.774554414764764e-07,7.908944174263556e-07,7.891141382066812e-08,2.4534161851797737e-07,1.2206617213066435e-07,2.7234262489307713e-07
P08142,3.2154669101715237e-06,2.538504652172335e-06,2.64197261425619e-06,3.0600195723643336e-06,2.9385174081577526e-06,3.0285141142695768e-06,3.8651185426733905e-06,1.526829979366756e-06,3.841693068809358e-06,3.3750055728292387e-06,2.8971968774893495e-06,2.894839268795239e-06,2.410718266306599e-07,2.5672584134693654e-07,6.171438761744894e-06,1.662477374968867e-06,1.0873396160602788e-06,2.962480204370629e-06,3.707629667346001e-06,2.0762465129570145e-06,3.3123409743836168e-06,2.7889531083701475e-06,1.2958331647991241e-07,9.747857864341766e-08,2.380417325444827e-07,3.702623682560844e-08,1.1577758588141544e-07,3.679644648837536e-07,1.395307793905094e-07,1.2993323124411095e-07,5.343795058713815e-07,1.5187525077731574e-07,2.7233650648399885e-07,4.9791235423278104e-08,9.724837486280821e-08,1.0279302687531338e-07,1.5805054668828674e-06,3.0606208473176846e-07,1.212383671907211e-07,2.766956510882167e-07,1.7982003886628104e-07,1.0941819123283467e-07,2.381573160581821e-07,2.0275689097850976e-07
P26616,9.313036360782033e-07,1.5740130041988535e-06,1.1679611606588006e-06,1.3329053226241799e-06,1.1517410512510924e-06,8.871404981193711e-07,9.12676494367158e-07,9.617826641680355e-07,9.944081913447392e-07,7.701775240408097e-07,6.984098873415721e-07,6.301152871057031e-07,4.0387357967993673e-07,5.197132885803838e-07,1.4877575586349297e-06,6.051484883607605e-07,4.872512430458796e-07,7.98971933906018e-07,8.386756975265777e-07,6.437270848032666e-07,1.0076816915035737e-06,8.664708686198518e-07,1.722911726744676e-08,6.925657218474956e-09,3.363728142697346e-08,1.6488038840861103e-07,2.5683825442899354e-08,1.10005421766802e-07,3.1213536107356796e-08,2.8468766859373853e-08,2.993168655947665e-08,4.28988880890731e-08,5.021567089985904e-08,4.3856023982556925e-08,1.155078437884619e-08,1.058136255549661e-07,3.7015408058837047e-07,1.2574985588136605e-07,3.8785198946452026e-08,1.9175326413744433e-08,2.8347238576398316e-08,3.122076361295843e-08,7.930454912133126e-08,3.15395396177626e-08
P07014,4.3760687899811035e-06,1.0551024856039198e-05,8.039705772194455e-06,1.547651180158075e-05,8.604531175699512e-06,8.84654975172054e-06,6.322324489046508e-06,1.0469405042245801e-05,7.335157051885632e-06,8.80381787643397e-06,8.60489147403944e-06,9.232902658762226e-06,2.3418406015549823e-06,2.2103468779382583e-06,8.98665676832008e-06,2.8761362877368372e-06,3.7766245469766606e-06,5.3360552529633385e-06,9.747233163334907e-06,6.974465633590321e-06,1.1387385588956572e-05,6.9926906819086465e-06,4.918701319938759e-07,3.4607361527808564e-07,4.6469499363283946e-07,7.537061247369827e-07,7.442919466980079e-07,5.697178040108027e-07,3.2559971118589516e-07,9.67373025903512e-07,4.3424129747162953e-07,9.067932412726989e-08,3.622659310570603e-07,1.3295379828617603e-07,8.079350075364689e-08,1.2820011892041898e-07,2.4803172680563426e-07,1.4582010978825767e-07,3.0515126339571413e-07,5.448112413275569e-07,7.641830800054568e-07,4.017292204948024e-07,1.0157547945349263e-06,5.985743223713803e-07
P37689,4.6847395026964175e-06,2.410061454500322e-06,3.22399133373342e-06,1.0018569418417035e-06,1.431787676726529e-06,3.825793398139787e-06,3.1440851375600432e-06,1.1882023330242605e-06,3.1824786498280145e-06,1.6676743677740024e-06,1.6015261209729153e-06,1.4658748938525976e-06,2.8772079048516417e-06,3.0681868843902166e-06,9.7029844817369e-06,4.336897499918784e-06,5.231539662176813e-06,4.427561323623012e-06,2.062535029890022e-06,2.139712563571421e-06,1.250379594081506e-06,6.168527961170625e-06,2.276783398310459e-07,4.217607545375564e-08,2.77263254701074e-07,3.005570825525111e-08,1.0022513737085705e-07,3.3781755705574326e-07,1.276498565849377e-07,5.4894947785720834e-08,2.8578658275455565e-07,1.0306227592843332e-07,7.75138642550891e-08,1.9745334820194497e-07,3.8554585925012006e-07,1.2211383799873064e-07,7.432486113010466e-07,2.5067267549530577e-07,2.579149053453168e-07,1.5585015859153006e-07,1.1529570817085224e-07,1.570549021661423e-07,1.0415662018698944e-07,3.0225787009736057e-07
P38054,6.279244212951523e-07,2.3820374840991553e-07,2.1972841544308901e-07,8.101973529676387e-07,8.440841950949786e-07,2.887030500345367e-07,8.576502608190339e-07,5.550287457803039e-07,6.275572293692455e-07,6.407710023862563e-07,5.033367808772021e-07,4.191980361916602e-07,7.920931446435968e-07,2.598566442901919e-07,7.914669840549457e-07,8.354411075424945e-07,5.265732731864243e-07,5.601780750082643e-07,8.861121057577188e-07,5.643945215352584e-07,8.562382002949443e-07,1.304783280675597e-06,9.45026254049204e-08,2.389183596551453e-08,1.0129479951926405e-08,3.09819467774825e-07,1.6223298229725484e-07,3.6001270339306734e-08,1.365379215223902e-07,1.7494506066995175e-07,1.587092233074822e-07,4.6776283174196705e-09,4.4545305107632365e-08,1.412697381965895e-08,2.543411087450589e-07,1.405824445609938e-08,1.6517915957226715e-07,1.3592626819716382e-07,1.1268668046189482e-08,5.97710006033818e-08,2.5865612367067807e-07,9.605994756530097e-08,4.1459053658281213e-07,1.794077010928946e-07
P0ABC7,2.379410236874046e-06,2.739343106714028e-06,2.188128803787428e-06,2.1343908760975424e-06,2.6249440739986363e-06,2.112694505219623e-06,2.8632616008316866e-06,2.8172217204588707e-06,2.4599498516224727e-06,2.4357646898526417e-06,2.567258413469365e-06,2.3991837291472376e-06,2.344971404498237e-06,2.498380748717748e-06,4.949173292698015e-06,2.7685543342504793e-06,1.6754604146840776e-06,2.1563265002721974e-06,2.493257616628785e-06,2.0377135536554107e-06,2.1299167930239316e-06,2.5571044579777268e-06,7.875847884053092e-08,2.2435220043987896e-07,2.811745512866845e-07,1.2208715811277944e-07,1.0867268466354356e-07,1.1218407822716198e-07,1.8038548085239626e-07,3.637033241112402e-07,1.2029154774433894e-07,2.9472752747216962e-08,2.0307014050542677e-07,1.4611028910506675e-07,1.0904117030916806e-07,9.618765882563329e-08,7.903829748438731e-07,5.94408615563578e-07,1.8547346790552738e-07,1.0113171286276606e-07,2.2863172344485957e-07,2.3678231493475873e-07,8.327974660723573e-08,1.2171817219973979e-07
P02930,8.61455863372338e-06,7.687909213386686e-06,8.360143044715626e-06,7.511749113939209e-06,8.275180566865724e-06,8.238552599992178e-06,9.098303098732895e-06,7.487878783324892e-06,6.106113219886516e-06,6.013228853012392e-06,6.2447477168161954e-06,6.593800556700265e-06,9.398670435652482e-06,1.0225202412671888e-05,2.6248651876252634e-05,8.872149226578039e-06,9.107324111247021e-06,9.357846560714979e-06,9.166611526585738e-06,9.914303763836227e-06,8.985647145045357e-06,9.10132877233899e-06,8.631787750990829e-07,2.191054125815206e-07,3.3273369317968194e-07,2.0431957589914648e-07,3.856234144159428e-07,1.8866285453982087e-07,1.6558911639693868e-07,6.274842420426261e-07,1.7341361544477708e-07,1.563439501783222e-07,1.1365440844605477e-07,4.905787614184998e-07,6.28771052145151e-07,1.1963486822826105e-06,1.3518055716270105e-06,5.482988222025228e-07,5.865116727643082e-07,6.924806454929087e-07,5.362467743052656e-07,9.557388828338123e-07,2.8125075563991967e-07,3.786152769293019e-07
P62399,5.603519927001599e-05,8.089002289753382e-05,6.55941636387012e-05,2.9012470265811595e-05,3.806070299331307e-05,3.979322238654842e-05,4.310451543147345e-05,3.151641567645631e-05,3.896255166199622e-05,2.741957217703012e-05,2.503438199626084e-05,2.135009872377399e-05,2.9617395843195358e-05,2.4066482224803667e-05,0.00010801019689995406,4.410355802533687e-05,4.225066655927308e-05,4.8839628193508996e-05,4.284266645803755e-05,3.233368614337534e-05,4.551459385785507e-05,5.3722886180346076e-05,7.721650459408203e-06,4.780600353244249e-06,1.921908994613945e-06,2.2339602104674928e-07,1.5833252445218234e-06,2.6183940330348864e-06,4.582009990365628e-06,1.7081897296639319e-06,4.437834634301369e-06,9.706528550668665e-07,2.0778537056896497e-06,9.073791957603946e-07,2.926198709307702e-06,5.537697559927326e-06,1.0088152390455709e-05,7.3829356134413935e-06,1.2379445301867009e-06,5.37235910128599e-07,1.6837167918008757e-06,4.161345406652406e-06,2.2211121802633272e-06,1.7191323577710746e-06
P0ABD5,6.746659863634712e-06,9.308628834920817e-06,8.87415058798428e-06,4.233934554217982e-06,5.5733222788280605e-06,5.19665490062166e-06,5.838473125088866e-06,5.818785118216615e-06,5.230885036493207e-06,4.831872542424049e-06,4.696204414882985e-06,5.0145576404813696e-06,4.483309814741622e-06,4.9310146356271344e-06,1.4987779849951887e-05,5.7606774155897955e-06,5.005865402239773e-06,4.880012845745073e-06,5.512110636458615e-06,5.276748779654946e-06,5.079181705150962e-06,5.3003647666355004e-06,2.1386911767722036e-07,1.2008131197047854e-07,6.478129929228525e-08,1.2871161044822666e-07,3.343993367296836e-07,2.7958003365344535e-07,1.1852100443930401e-07,2.8744798483990076e-07,4.12716829379314e-07,3.4886119756301636e-07,2.7237985606321313e-07,6.669361661840221e-08,7.980291470240089e-08,2.3767490543722791e-07,2.5763993562067296e-06,6.20424957659021e-07,4.470237804200118e-07,4.3285713941758785e-07,9.370588081979645e-09,9.445380315582351e-08,3.555427193605674e-07,2.2844572144199008e-07
P0A7A7,3.3865586766480125e-07,4.320362103513174e-07,2.864316844168839e-07,3.528278795181652e-07,3.4710004284279495e-07,3.7091650136887496e-07,3.605167025566736e-07,5.590361735476706e-07,4.916175327996463e-07,4.988412689586815e-07,6.213439687383643e-07,7.487562407448522e-07,5.823293474454902e-07,4.6648963854504326e-07,6.762534357431499e-07,5.093333110369735e-07,3.727044595929887e-07,3.914064754865437e-07,3.7759380951988445e-07,4.034627503344417e-07,3.397770636091049e-07,4.349277602251989e-07,8.754254179135113e-08,4.3246824656166864e-08,2.844266626259657e-08,7.021274802411488e-08,4.1721425149703955e-08,2.9673320109509994e-08,3.839502882228573e-08,1.5233735729174022e-07,3.3626639243495815e-08,5.242821736755744e-08,6.82235677674724e-08,6.633980292999389e-08,9.474498482938124e-08,5.383290428809798e-08,5.0719007680736244e-08,3.6519198401351e-08,2.1989563115986332e-08,1.2172741387631509e-08,8.526068218958991e-08,7.629480608824293e-08,7.410537757314578e-08,5.293070841940673e-08
P05459,1.299944658692492e-06,9.35300012138933e-07,1.0868709121024224e-06,8.297989018297589e-07,1.045244447197053e-06,1.2561450587595405e-06,1.2257567886926901e-06,1.2443063217673958e-06,1.0707578839386237e-06,9.851593261443418e-07,9.344242630638966e-07,9.333088352946397e-07,1.5309626392518531e-06,1.2554519802453848e-06,3.5866478517932986e-06,1.3918415232297493e-06,1.6429769984810188e-06,1.3304229281446277e-06,1.1043195836209687e-06,1.278387590947332e-06,1.3144518403620802e-06,1.4384770279821759e-06,6.239734361723963e-08,5.340563069313307e-08,3.119319517733952e-08,2.074497254574397e-09,1.0306110249362941e-07,6.330971096148083e-08,6.717147202035943e-08,6.333519177796045e-08,3.255103967173416e-08,4.92579663072171e-09,4.3170400953552016e-08,2.0159470842364217e-08,1.4375739182574904e-07,5.373334475450247e-08,3.873579679936763e-07,8.114436080429438e-08,3.4173921568405195e-08,1.1042510303600412e-08,5.024654105475407e-08,4.359301685130402e-08,3.746187745031928e-08,1.1752357318614374e-07
P23721,3.2013562490188243e-05,3.7108407472878013e-06,7.503463805934536e-06,1.7427954888298506e-05,1.517773823703494e-05,2.0318194123953783e-05,1.8378762005073375e-05,1.7476392493486676e-05,1.4282979077929121e-05,1.256913021618904e-05,1.141298088314383e-05,8.597514440383673e-06,1.971466613367877e-05,1.7917585244250216e-05,8.64502355115206e-05,3.1418973322086045e-05,3.6434425405441204e-05,2.8145357384069074e-05,1.8697534668386643e-05,1.8124090739742676e-05,1.950708661760387e-05,2.6462900337126215e-05,2.887623336614979e-06,1.335902669023609e-07,2.393604954093116e-07,4.531268270957611e-07,2.2766607355552412e-07,5.343685054599845e-07,6.910414513907587e-07,1.4435500199619996e-06,4.199195848911161e-07,4.374057315233785e-07,8.057564503499545e-07,8.425564151576e-08,1.8689503494727473e-06,9.048380548346356e-07,3.1813686668239583e-06,3.792270079975786e-06,1.1986925958390156e-06,5.854234335886368e-07,6.749810015287578e-07,5.14724177008692e-07,1.2152914962767207e-06,1.698918201643503e-06
P0A867,2.5505020033505346e-06,1.1127851580129877e-06,1.4583165667800253e-06,2.8901394822259574e-06,2.5223917886132655e-06,2.8354081006703175e-06,2.5881304330910675e-06,1.7011530872472128e-06,1.798873245016888e-06,2.21869568578694e-06,3.650997893826978e-06,4.953918930843581e-06,9.060543717780905e-06,1.0081185477282142e-05,1.010372725847358e-05,3.871269357485644e-06,6.469328784861786e-06,2.1401675173392664e-06,2.4742830533363284e-06,5.868343037167807e-06,2.153215791671413e-06,1.67201800428987e-06,5.333099689005967e-07,7.110697159702992e-08,6.985336354876322e-08,2.6849395789879153e-07,7.945534134131785e-08,1.6020055768787294e-07,1.493351259893546e-07,2.897063707582003e-07,4.383854098106156e-07,4.903317465589135e-08,1.445795165955483e-07,1.788364734034533e-07,8.661879794198548e-07,2.399322143593149e-07,5.435805265058787e-07,8.234189923371962e-07,3.286419022709786e-07,1.3718473786144698e-07,1.7517924017621203e-07,7.053748330675705e-07,4.461463120343168e-07,1.6017932481096955e-07
P00944,4.585964874627517e-07,6.49221980960358e-07,5.218549866773364e-07,4.769710223115936e-07,4.023205042041487e-07,4.703374192615631e-07,4.326200430680083e-07,3.907242073182644e-07,3.9478377633910994e-07,3.777835551528091e-07,4.0218776271049157e-07,4.402897612830645e-07,5.165824856371283e-07,5.416289091831711e-07,1.4376647115428446e-06,5.530384796408061e-07,5.949594125612846e-07,5.449347677748663e-05,3.6810652787365623e-07,4.782620242728495e-07,4.310314749784074e-07,4.0615821966555553e-07,8.988491154269932e-09,3.434384279280294e-08,6.81020757613924e-08,6.024144011795427e-08,3.4277706958193465e-08,8.132133979032425e-08,1.3843841378176266e-08,2.9968546701310884e-08,2.7595385966103787e-08,2.4669266151478432e-08,4.76190311049222e-08,1.4925822907495883e-08,4.892036138983606e-08,8.054021879553754e-08,1.6058714827933573e-07,8.467019123300743e-08,1.057837835533964e-07,9.54180778373791e-06,1.910472879664276e-08,1.4060903513621772e-08,6.232715128187771e-08,4.3702624436013773e-08
P0AC53,2.176569482803983e-06,1.7608394735399639e-06,1.509324948936457e-06,1.3612186709805755e-06,1.6625303188436144e-06,2.1356377939640892e-06,2.2219213615466566e-06,1.9997064559160406e-06,1.8566010613683614e-06,1.703156801130896e-06,2.080779802286615e-06,2.425548385511493e-06,3.3061279080776213e-06,3.1652417756311317e-06,6.466986559588197e-06,3.108109874941795e-06,2.6704787425882947e-06,3.1833196377873485e-06,1.8708919406362113e-06,2.7154403084306807e-06,1.6911189851630307e-06,2.5706430652999118e-06,1.4387124281334325e-07,1.0776337578064581e-07,9.825705417576334e-08,7.377805196714718e-08,2.1729271267286042e-07,1.6017283454730668e-07,9.332069718495959e-08,3.0515520517278777e-07,6.386707651107163e-08,3.474439874307027e-08,7.282729308003152e-08,1.467456773234453e-07,1.325757291139126e-07,3.3836434581496794e-07,6.952010551557311e-07,3.241758599564293e-07,1.105578199431554e-07,1.8781585862945356e-07,2.3386149257952647e-08,9.123879436327089e-08,1.346130712189773e-07,1.133653591797261e-07
P08660,6.561457436005524e-06,4.472158609852826e-07,6.199480292858583e-07,2.870537933363838e-06,1.7138064615363e-06,2.6786289609164626e-06,3.476139995178032e-06,4.311992277686692e-06,2.9366698834281907e-06,1.8283889188611091e-06,1.423311184202997e-06,1.1785001394822146e-06,2.633005275277727e-06,2.554735201696344e-06,1.0820054971890399e-05,5.340435409783711e-06,6.265880020221575e-06,4.975171300794552e-06,4.125070059780044e-06,2.3142442027610395e-06,2.1435078755682958e-06,5.523751787451555e-06,3.812206770319209e-07,1.050957273315414e-08,2.7339708091506354e-08,2.7987744850297425e-07,2.2450864646125533e-08,7.446588511347769e-08,1.3974082780615685e-07,4.932919165673576e-07,2.0439222388660207e-07,7.660949570028048e-08,1.393421649334734e-07,9.321936103304319e-08,2.5856111803227284e-07,5.605089032521779e-07,1.305980635107171e-06,1.13430848103806e-06,2.38730028770442e-07,9.82596331906924e-07,1.4891502915805958e-07,2.485498273765356e-07,8.552596423517501e-08,2.2481669774927828e-07
P07023,2.4975870240279084e-06,5.850003821243513e-07,4.2899357300793566e-07,1.8861045905106859e-06,1.1655461665914309e-06,1.441603309443978e-06,2.339563653959887e-06,4.542419374310284e-06,1.9422616920834518e-06,1.0582113948202994e-06,9.223827132821452e-07,8.383960723833203e-07,5.979833621617668e-07,3.882195649636601e-07,2.3092802509451268e-06,2.077676476705278e-06,1.2018863995131698e-06,8.025628190022249e-07,1.3756558387030965e-06,1.430252783488948e-06,1.1455341001678393e-06,3.0563406029833053e-06,1.2987452524945127e-07,1.3162508597797907e-08,3.47484794136428e-08,7.393529994801885e-08,7.797503854496672e-08,1.5944132602450397e-07,1.0878970990913476e-07,1.7124921041149768e-07,3.241634764087281e-07,5.619102506495789e-08,2.933177028237222e-08,2.3391250419494643e-08,2.852380637511627e-08,4.5149935405273673e-08,4.461529444825985e-07,8.981795408796914e-07,7.151224077103363e-08,3.370763839809345e-08,4.8010388770738085e-08,1.0784105987506666e-07,4.513404354661286e-08,1.1308460231038228e-07
P0AEM9,2.0111219807885744e-05,3.6582958027856146e-06,1.1057047762832588e-05,1.9852013097580718e-05,1.8252334639261746e-05,2.1348730176726072e-05,2.1632899609729665e-05,1.591349566421362e-05,1.6523190789891146e-05,1.4518576848856023e-05,1.414882099355771e-05,1.3551433371227255e-05,2.801129393330538e-05,2.8095825612773275e-05,5.5112150370712115e-05,1.851586277581605e-05,2.6289341629180672e-05,1.467953827329349e-05,1.916051401272258e-05,2.145832504166382e-05,1.7136413505222627e-05,1.9458363373810655e-05,2.7411592598148273e-06,2.1144949740100854e-07,8.569212016195252e-07,2.31672992848767e-06,3.723476266409396e-07,1.306542286815636e-06,1.3607093854519958e-06,4.1375088726955406e-08,1.0971398684487719e-06,1.9309707208978512e-07,2.051579044065868e-07,2.0869207391689975e-07,6.358563722860321e-07,2.4443368283112747e-06,5.9135337347774085e-06,1.114654939104126e-06,1.133070624217687e-06,1.9832056207219503e-06,5.978080371969446e-07,1.040728764520695e-06,7.317248566730061e-07,8.561679884476689e-07
P0AFG6,9.263649046747584e-06,1.817471247058988e-05,1.7769227691725045e-05,2.2415460098771333e-05,1.3676924983606719e-05,1.4448536086827773e-05,1.0546062277947326e-05,1.9932945714882536e-05,1.1353757944997893e-05,1.0600898765862527e-05,9.821088001996315e-06,1.0113482181328354e-05,1.0907717454301548e-05,1.234475600525574e-05,2.739577807466138e-05,1.027575752597036e-05,1.0124567934448068e-05,1.300977670355732e-05,1.23239788584505e-05,7.82899067222001e-06,1.3973574438827016e-05,1.0654883962559741e-05,1.5766730677564389e-06,9.378151634824378e-07,1.0537152021192951e-06,2.757101592148874e-06,1.951697195160679e-06,4.47904618691661e-07,4.0602339770097214e-07,1.3674000760409419e-06,5.688232730443945e-07,4.6749963557453744e-07,2.0820706564232182e-07,2.932909832585223e-07,1.8924889783213183e-06,2.098608520893476e-07,1.188976768440304e-06,2.815557562115878e-07,3.432228529777896e-07,1.5455614723826095e-06,3.573953868950645e-07,6.842537847520289e-07,1.9451215618847204e-06,3.920997298221984e-07
P22259,2.0231160427683695e-06,1.1499169187945332e-05,1.307776444056814e-05,1.545691025271863e-05,1.6465558282355084e-05,1.147929213514807e-05,1.0041338894367985e-05,1.7253980252397824e-05,1.0340727877410743e-05,1.64471514619013e-05,1.5232560473915323e-05,1.4511106862886148e-05,3.763225137792899e-06,3.043140460844174e-06,5.971067373376554e-06,1.8927699941506013e-06,1.730169326183966e-06,5.113420376998516e-06,1.2676905735690191e-05,1.2233081255926863e-05,1.6245226806956464e-05,4.098813366791564e-06,2.822246879661876e-07,6.025564654483355e-07,8.343613713082473e-07,8.995921767082244e-07,9.121919288424715e-07,4.2243795057344887e-07,9.037205004931186e-08,4.6413206878950125e-07,9.77198784415315e-07,7.565689672474599e-07,1.2094653016288767e-06,9.272597285384251e-07,8.58015331416781e-08,4.0260748296968427e-07,1.779378077266213e-07,9.596343870343548e-08,4.896379193100623e-08,1.8152642338344727e-07,3.207257151129618e-07,1.8594283509008836e-07,2.042025009634427e-06,3.9840465925214014e-07
P0AFK0,2.2841632740933206e-06,2.0889534603202885e-06,2.029872028379013e-06,1.9122399889935124e-06,1.7197229395393022e-06,1.6786839598034652e-06,2.0340731849513373e-06,1.8153647786171668e-06,1.4580929097807694e-06,1.4881749990273637e-06,1.3366120257743882e-06,1.4236914436697894e-06,1.0018569418417035e-06,1.0957810301393633e-06,5.635445297859582e-06,1.902855802289947e-06,1.9438760117304038e-06,1.933691624307374e-06,1.7855064058201576e-06,1.4914521894385542e-06,1.6386962382061975e-06,1.7701729073757124e-06,1.1260924941280072e-07,1.6189389317482238e-07,1.8065861052573214e-07,2.543279185361372e-07,7.412005869414393e-08,1.227117974616333e-07,1.1594217154222624e-07,4.1571853430333116e-08,1.0381621517639079e-07,1.3006649491499163e-07,4.0766666786118834e-08,5.2961321704516166e-08,4.408170544103497e-08,8.360809259963341e-08,2.693742852376881e-07,1.143616337176258e-07,1.360713208211283e-07,2.0303762055227426e-08,6.231417356312348e-08,8.217901563806435e-08,1.1765838990320497e-07,1.003688038482029e-07
P0ADE8,2.8397705569808856e-06,2.8689539698194237e-06,3.169059229872647e-06,3.547880344043772e-06,3.5124157744489646e-06,3.395606734181041e-06,3.832861785076214e-06,3.584644137909615e-06,2.9776380111614945e-06,2.840681870513664e-06,2.8947885675329992e-06,2.8210182309753237e-06,2.65805169882377e-06,2.432633886909386e-06,7.528954917940402e-06,3.7082154592328834e-06,3.4825641476647608e-06,3.5639534579852723e-06,3.347112964789328e-06,3.7512969202443875e-06,3.5666883762852894e-06,3.5234225555986937e-06,2.2604573633567842e-07,7.287143083341336e-08,2.1739746316926356e-07,1.727817727549317e-07,1.1309978793725666e-07,1.2767481320520712e-07,2.22689269712928e-07,1.2797179572337323e-07,8.218280910805723e-08,5.3688887352708244e-08,6.281691191546608e-08,2.471211970334383e-07,1.0685367829271552e-07,3.1380977141131085e-08,4.517372950764241e-07,6.600623517434529e-08,4.7014615993474284e-08,1.2545116172108156e-07,5.489265262254498e-08,2.554633202686428e-07,1.3910084667512633e-07,2.3853570701403153e-07
P05825,6.596734088887275e-07,2.592217262107904e-07,4.891573058078291e-07,2.853114334375287e-07,3.273784494994543e-07,6.309404404728285e-07,3.4533705192270845e-07,4.2478734334088225e-07,2.402222035271e-07,2.1706900406570245e-07,2.4323930559137513e-07,1.898255258226386e-07,4.2766768204867715e-06,4.677419597223454e-06,1.0148810820856459e-05,4.151991017364107e-07,8.907294653575554e-07,1.5081717404068655e-06,3.301574012887432e-07,2.4706426846322555e-07,3.921998105659382e-07,4.0446589375028236e-07,5.646804380087507e-08,8.580239137577162e-09,2.7099314741753734e-08,7.503690699407004e-09,3.060988502819898e-08,1.8928213214184858e-08,2.4622531802089112e-08,1.0322332443183442e-08,7.855266055336168e-09,1.6128227002081686e-08,3.573185399137301e-08,1.8128337716061983e-08,2.3650022817291848e-07,5.898226112098774e-07,1.1224584767867244e-06,1.1127335926535806e-07,9.352659386254332e-08,7.103488897316337e-08,1.3470421972580723e-08,3.96538150883477e-08,2.2743667014718756e-07,4.623045165565727e-08
P75780,3.562941941056763e-07,4.4020986838499097e-07,6.291033799293203e-07,2.1343908760975425e-07,2.287704827827512e-07,4.6651353780415204e-07,2.106176525462672e-07,1.3024140243942149e-07,2.0484063866651933e-07,1.461041373519151e-07,1.180071878611622e-07,1.0018569418417034e-07,3.4376216316943457e-06,3.3781363757724934e-06,8.155115506591468e-06,3.36193604644867e-07,9.625349117011588e-07,1.1849920817482514e-06,1.57488875327389e-07,1.3599867988801407e-07,2.46581069019179e-07,2.233870208160555e-07,5.982179519034304e-08,4.5341616443654075e-09,8.429985291052893e-08,2.821664738200951e-08,1.0935229077015508e-08,1.4368616964367885e-08,3.938550102615198e-09,5.144535396357148e-09,1.018057974172601e-08,8.108779623031288e-09,1.6237789049695918e-08,1.1571447678271678e-08,2.2138283308111584e-07,4.472652561522782e-07,5.202963693205356e-07,8.344325267285599e-08,4.6682943217506196e-08,1.54522967459972e-07,6.772021639077726e-09,1.7693428253430626e-08,1.2600292626880047e-07,4.032135725729802e-08
